10.805	13.498	15.245	16.727	17.65	18.776	19.56	19.685	21.108	
11.262	15.356	17.965	21.678	25.215	29.363	29.504	30.933	31.133	
13.661	17.859	22.303	26.939	31.91	34.01	37.819	41.511	40.77	
12.119	21.623	24.621	31.58	38.215	40.65	47.02	48.203	54.593	
14.225	21.351	31.634	35.323	44.897	50.876	54.623	60.986	61.539	
14.232	25.836	32.543	42.85	50.132	54.349	62.673	66.306	71.402	
16.106	28.201	36.369	47.803	55.742	59.315	70.501	77.28	79.714	
16.736	30.482	41.825	48.57	56.12	63.717	73.386	74.948	82.374	
17.437	29.089	36.092	48.305	57.512	67.167	76.712	85.049	81.694	
