277	280	278	290	271	290	281	281	256	
263	278	254	269	281	282	256	282	268	
283	280	277	276	259	275	270	263	271	
278	277	267	253	274	273	256	273	265	
265	282	264	251	258	272	267	273	265	
278	265	249	272	253	256	257	251	265	
279	258	271	279	256	270	270	252	265	
280	266	271	273	271	267	248	263	271	
274	282	272	265	264	270	255	251	253	
