1.579	1.948	2.27	2.375	2.661	2.68	2.812	2.987	2.937	
1.62	2.256	2.413	2.871	3.34	3.282	3.019	3.542	3.622	
1.765	2.171	2.787	3.082	3.474	3.77	4.271	4.426	4.874	
1.591	2.515	3.057	3.472	3.846	4.434	4.628	4.817	5.189	
1.822	2.797	3.393	3.899	4.231	5.003	5.637	5.267	6.37	
1.819	2.757	3.613	4.189	4.711	5.576	6.272	6.557	6.764	
2.005	2.976	3.971	4.615	5.612	6.013	6.73	7.36	7.666	
2.201	3.603	4.619	5.265	6.357	6.928	7.418	7.664	8.091	
2.121	3.373	3.82	4.388	5.599	5.496	7.035	7.83	8.806	
