2.116	2.519	2.788	3.139	3.163	3.572	3.823	4.132	4.25	
2.295	2.966	3.7	4.354	4.657	5.12	5.523	5.85	6.14	
2.662	3.435	4.67	5.074	5.919	6.3	6.392	7.002	7.03	
2.773	4.133	4.944	5.946	7.024	7.626	8.933	8.973	9.872	
3.1	4.661	5.556	6.885	7.734	9.109	10.106	10.468	11.014	
3.377	5.202	6.512	8.029	9.383	10.034	11.429	11.925	13.15	
3.893	5.949	7.337	9.056	9.937	11.994	13.12	13.425	14.984	
4.164	5.977	7.944	9.711	11.083	12.566	12.515	14.642	15.399	
3.95	6.015	8.633	9.387	10.686	11.978	14.699	14.14	11.811	
